Name,Year,Duration,Rating,Votes,Description,language
Peddlers,2012,1h 56m,6.8,103,"Peddlers tells the story of a young drug peddler (Siddharth Menon), a young immigrant mother facing a fatal disease (Kriti Malhotra) and a corrupt cop (Gulshan Devaiah).",Hindi
Chhota Bheem and the Curse of Damyaan,2012,1h 28m,6.4,344,Bheem and his friend should destroy damyaan along with (the book of magi) to free them from his prison and to save their city,Hindi
Department,2012,2h 21m,3.1,1.1K,A suspended cop joins hands with inspector Mahadev Bhonsle to free the city from underworld.,Hindi
Dangerous Ishq,2012,2h 10m,4.1,960,Three doppelgangers(one girl+ two boys).Two of them loves each other and get together from many lives .And the third one(who can't be killed easily)also wants the girl and he tries to separate them through many lives.,Hindi
Ishaqzaade,2012,2h,6.5,8.3K,A love story of a passion ignited by hatred. Of two people. Born to hate. Destined to love.,Hindi
Jannat 2,2012,2h 30m,6.3,6K,A dealer of illegal guns is bullied into being an informer for a cop who wants to put an end to this racket.,Hindi
Tezz,2012,2h 1m,4.1,2.6K,"To avenge his past, Aakash Rana plants a bomb in a train endangering the lives of 500 passengers.",Hindi
Hate Story,2012,2h 20m,5.3,3.9K,"After a powerful businessman has her baby forcefully aborted, Kaavya Krishna uses her body as a sexual weapon to destroy his empire, brick by brick.",Hindi
Life Ki Toh Lag Gayi,2012,2h 35m,5.1,274,"A one-day journey of four different people struggling in the city of Mumbai. One with vengeance, one on a mission, one with hope and one looking to con.",Hindi
Vicky Donor,2012,2h 6m,7.8,45K,"A man is brought in by an infertility doctor to supply him with his sperm, where he becomes the biggest sperm donor for his clinic.",Hindi
Bittoo Boss,2012,1h 56m,4.1,396,"Bittoo Boss' is a young charming, ingenious and a fun filled wedding cameraman who takes pride in calling himself a ""Sesky Video Shooter"". He is the star of all wedding celebrations of Anandpur Sahib, a small town in Punjab. Bittoo believes in spreading happiness through the beautiful moments he captures, moments which you can rewind and keep watching for years and smile looking at them thus making them heartfelt experiences which last forever. He falls in love with an educated and strong-headed girl who makes him realize the importance of financial stability and monetary gains in order to gain respect and recognition. Smitten in love and bitten by the one he loves, the smart and righteous cameraman is lured to take a shortcut in order to earn a quick buck and get his life back on track. What follows is a madcap ride.",Hindi
Le Halua Le,2012,2h 5m,5.5,300,"Love's wires are crossed in this hilarious caper; strategems and misunderstandings abound as the young protagonists struggle to navigate their way through life, land jobs, and find a place to live.",Hindi
Chhodo Kal Ki Baatein,2012,,7.4,165,"A workaholic wakes up to find himself stuck in a time warp. What follows is a series of bizarre events, until he meets a mystery man who gives him life-changing lessons.",Hindi
Housefull 2,2012,2h 25m,5.3,16K,A comedy of errors wherein four men help each other to fool their prospective father-in-laws creating a cascade of confusion and mayhem.,Hindi
Blood Money,2012,1h 49m,4.8,1.2K,"A young man elopes with the girl he loves and moves to South Africa, where he works in the diamond-exporting business. Slowly, he is pulled into the underworld.",Hindi
Bumboo,2012,2h 6m,4.3,2.3K,"Bumboo movie is based on one simple idea. Every person meets someone, who screws it up and makes life miserable (In the 'Bambaiyya' lingo it is called as 'Vaat Lagna'). In Bumboo the movie each character screws someone or the others happiness. Each situation is humorous and ends up into comedy of errors. Bumboo is based upon ""L'emmerduer"" which is by Francis Veber.",Hindi
Agent Vinod,2012,2h 37m,5.2,8K,A series of seemingly unconnected events across the world leads to Agent Vinod undertaking a globe-trotting mission to discover why his colleague was murdered.,Hindi
Chaar Din Ki Chandni,2012,2h 11m,4.1,428,"Chandini comes to India to attend Veer's sisters wedding. In those four days, she wins everyone's heart.",Hindi
Welcome to London,2012,1h 49m,4.4,146,"Indian immigrant Jai finds friendship and love, upon arriving in London. However one phone call changes everything, thrusting him into a dark and dangerous situation.",Hindi
Kahaani,2012,2h 2m,8.1,65K,"A pregnant woman's search for her missing husband takes her from London to Kolkata, but everyone she questions denies having ever met him.",Hindi
Paan Singh Tomar,2012,2h 15m,8.2,38K,"The story of Paan Singh Tomar, an Indian athlete and seven-time national steeplechase champion who becomes one of the most feared dacoits in Chambal Valley after his retirement.",Hindi
Will You Marry Me,2012,2h 15m,4.6,126,A group of bachelors place a wager to see who will go the longest time without getting married.,Hindi
Diary of a Butterfly,2012,1h 37m,3.8,105,A woman's journey at a Fashion house.,Hindi
London Paris New York,2012,1h 40m,5.6,3.8K,"Nikhil and Lalitha are two completely different individuals who are drawn to each other in spite of their differences -- or perhaps because of it. Follow their journey as they meet in London, Paris and New York for a night in each city.",Hindi
Jodi Breakers,2012,2h 7m,3.7,1.2K,A man (R. Madhavan) who helps wronged parties get out of bad relationships meets his match when he takes on a business partner (Bipasha Basu).,Hindi
Tere Naal Love Ho Gaya,2012,2h 10m,5.9,4.6K,"Mini isn't eager to wed the rich suitor who's been chosen for her, so she stages her own kidnapping and runs off with a man who works for her father.",Hindi
?: A Question Mark,2012,1h 22m,5.8,388,"A group of friends went to shoot their film project, but never returned. A few days later, their camera was found.",Hindi
Ekk Deewana Tha,2012,2h 16m,6.1,3.3K,An aspiring filmmaker from Mumbai falls in love with a woman from a strict orthodox Christian family.,Hindi
Ek Main Aur Ekk Tu,2012,1h 50m,5.8,7.2K,A few drinks too many leads an uptight architect and quick-witted hairstylist to marry in Las Vegas. Can a mistake lead to friendship and love?,Hindi
Gali Gali Chor Hai,2012,1h 49m,5.2,692,A common man is financially taken advantage of by corrupt government officials in this political satire.,Hindi
Agneepath,2012,2h 54m,6.9,27K,A young boy's father is lynched before his eyes; fifteen years later he returns home for revenge.,Hindi
Sadda Adda,2012,1h 55m,7.1,1.4K,"'The only thing that will stop you from fulfilling your dreams is you"" People have dreams, but not all of us have the guts to put faith in ourselves. Most of us lose focus and give up. We are most afraid to believe in our own dreams. Those who do are the true winners. This slice of life film is set in the backdrop of our capital city- Delhi. A city that brings in thousands of North Indians in search of opportunities that was never available in their own home towns. Like-wise, six boys from different states come together to share a two BHK apartment in a middle-class colony, which they lovingly call ""Sadda Adda"". This film is their story. It is about how six bachelors, with completely different backgrounds and personalities, live together. Their apartment ""Sadda Adda"" is a complete mess with empty beer bottles, cigarette butts, unwashed clothes, mattresses tossed all over the floor etc - yet together they cook food, clean, buy groceries, pay rent, laugh, cry, fight over insignificant issues and always stand up for each other - like a family. ""Sadda Adda"" which began as a transitional accommodation to help them work towards their dreams, becomes their home. The film takes us through a journey of their camaraderie and self-belief. The interwoven stories of these 6 characters takes us through a heart warming journey of the lives of these boys. This movie is about real characters from life who have fun, who fight the wave everyday and through very light heart moments inspire us in the most modest way. The crests and troughs that shape them into the men they will become in the future - because Boys will not always be boys.",Hindi
Ghost,2012,1h 58m,2.4,252,"A hospital finds itself the victim of a string of gruesome murders. Assigned to the case, Detective Vijay Singh enlists the help of a newly recruited female doctor to solve the seemingly supernatural case.",Hindi
Chaalis Chauraasi,2012,2h,6.1,525,"Four friends, who have accidentally committed crimes, decide to loot Rs. 20 crore, posing as cops. But on the way, they encounter a real police inspector, who orders them to do an encounter. Do they have the guts to do so and will they be able to fulfil their dreams of becoming millionaires?",Hindi
Players,2012,2h 43m,4.3,4.9K,"Learning of a fortune in gold being secretly shipped to Romania, master thieves Charlie and Riya assemble a crack team to steal it.",Hindi
Chhota Bheem aur Krishna: Mayanagari,2011,1h 6m,7.6,128,"After Krishna stops Maayandri from releasing her brother, Kirmada, Maayandri decides to exact revenge on him. Later, Bheem and his friends set out to rescue Krishna and defeat Maayandri.",Hindi
Don 2,2011,2h 28m,7.1,58K,"Don turns himself in and escapes with Vardhaan from prison, following which he recruits a team to steal currency printing plates from a bank in Berlin.",Hindi
Jo Hum Chahein,2011,,5.3,109,"In his bid to quickly boost his career, a male alienates himself from his family, friends, and true love.",Hindi
Lanka,2011,1h 47m,5.7,227,A woman recounts her story of being confined to live as an unwed wife of an influential gangster.,Hindi
Ladies vs,2011,2h 20m,6.0,10K,"A smooth and charming conman, Ricky Bahl, cons girls for a living but finally meets his match is this fun-filled ""ROM-CON.""",Hindi
The Dirty Picture,2011,2h 25m,6.6,10K,"The love story between an actress and a director, inspired by the life of the late south Indian actress Silk Smitha.",Hindi
Desi Boyz,2011,2h 2m,5.7,15K,"Two friends lose their jobs, then part bitterly after they get exposed as male strippers.",Hindi
Bom,2011,1h 57m,8.2,103,"Malana, a remote village in the Himalayas, isolated from outside civilization for thousands of years has been fostering a primitive existence in harmony with nature and a unique model of democracy of consensus. They have also been producing some of the best quality hashish in the world. A real life story of transition, this ancient civilization being invaded and obliterated by the modern democracy. Narrated in an epic structure, a visual essay from the edge of the world with a message of trust, peace and eternal unity.",Hindi
